OBJECTID;TARGET_FID;CUT;REGION;PROVINCIA;COMUNA;COD_URBANO_CENSO;URBANO_CENSO;TIPO_EP;NOMBRE_EP;OBSERVACIONES;SUP_TOTAL_M2;USO;ID_TEXT;FUENTE;NOMBRE_MINVU;EXTENSION;Aplicabili;Cierres;Valor_pers;Valor_veh;Bancas_escanos;Maquinas_ejerc;Infraest_deportiva;Cancha_Skatepark;Basureros;Banos;Banos_accesibles;Luminarias;Limpieza;VentaConsum_drogas;Estratos_vegetacion;Estado_vegetacion;Fecha_encuesta;MG;VG;AU;SG;DE;CALIDAD;RANGO_CALIDAD;;N°;CAMPO;TIPO;DESCRIPCIÓN;DOMINIO;DESCRIPCIÓN DE LOS DOMINIOS
4742;35468;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA; ; ;1.525,8;PÚBLICO;1311710033;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_alto_arbol_más_5m;Regular;13-02-2019;82,00;25,00;22,50;50,00;23,33;39,54;RANGO INFERIOR;;;;;;;
4743;35469;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA; ; ;622,3;PÚBLICO;1311710034;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;Regular;No;Estrato_alto_arbol_más_5m;Regular;13-02-2019;56,00;25,00;0,00;80,00;20,00;28,25;RANGO INFERIOR;;;;;;;
4744;35471;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;PISCIS; ;617,7;PÚBLICO;1311710036;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;Bueno;No;Estrato_alto_arbol_más_5m;Bueno;13-02-2019;94,00;25,00;35,00;80,00;20,00;46,50;RANGO INFERIOR;;;;;;;
4745;35483;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;LA INDEPENDENCIA; ;866,7;PÚBLICO;1311710049;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;Hay_general_estado_regular;Bueno;No;Estrato_alto_arbol_más_5m;Bueno;11-02-2019;97,00;25,00;47,50;80,00;83,33;63,04;RANGO INTERMEDIO;;;;;;;
4746;35486;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA; ; ;558,0;PÚBLICO;1311710052;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_alto_arbol_más_5m;Regular;11-02-2019;82,00;25,00;47,50;100,00;80,00;59,63;RANGO INTERMEDIO;;;;;;;
4747;35487;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;4.088,1;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_mayoria_mal_estado;No_hay;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_alto_arbol_más_5m;Regular;12-02-2019;58,70;25,00;47,50;50,00;63,33;47,93;RANGO INFERIOR;;;;;;;
5159;36648;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;4.975,2;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_mayoria_mal_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;No_hay;Bueno;No;Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;11-02-2019;97,90;50,00;47,50;20,00;63,33;59,02;RANGO INTERMEDIO;;;;;;;
19644;41996;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;502,4;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19645;41997;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;1.867,0;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19646;41998;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;915,7;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19647;41999;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;568,3;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19648;42000;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;543,7;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19649;42001;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;1.225,0;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19650;42002;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;579,6;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19651;42003;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;2.959,2;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19652;42004;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;1.001,4;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19653;42005;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;2.136,8;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19654;42006;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;1.157,1;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19655;42007;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;640,2;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19656;42008;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;478,9;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19657;42009;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;477,5;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19658;42010;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;672,4;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19659;42011;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;448,7;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19660;42012;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;670,9;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19661;42013;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;646,6;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19662;42014;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;965,5;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19663;42015;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;359,3;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19664;42016;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;987,4;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
19665;42017;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;LAS TORRES; ;1.747,9;PÚBLICO;1311710053;MINVU;PARQUE LAS TORRES;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4748;35488;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;HERBERT HOOVER; ;3.950,7;PÚBLICO;1311710054;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5;Regular;08-02-2019;62,00;25,00;47,50;50,00;63,33;48,79;RANGO INFERIOR;;;;;;;
4749;35489;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;WALDO TAFF; ;1.111,7;PÚBLICO;1311710055;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_alto_arbol_más_5m;Regular;08-02-2019;62,00;25,00;47,50;100,00;21,67;42,96;RANGO INFERIOR;;;;;;;
4750;35490;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;TUPUNGATO; ;3.272,9;PÚBLICO;1311710056;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_alto_arbol_más_5m;Malo;08-02-2019;48,50;25,00;47,50;50,00;61,67;45,08;RANGO INFERIOR;;;;;;;
19075;35491;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA; ; ;860,0;PRIVADO;1311710057;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4751;35495;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;21 DE MAYO; ;1.010,9;PÚBLICO;1311710061;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;Hay_general_estado_regular;No_hay;No_hay;Hay_general_estado_regular;Regular;No;Estrato_alto_arbol_más_5m;Regular;08-02-2019;58,00;25,00;47,50;80,00;60,00;48,63;RANGO INFERIOR;;;;;;;
4752;35496;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;18 DE SEPTIEMBRE; ;1.004,0;PÚBLICO;1311710062;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_alto_arbol_más_5m;Bueno;08-02-2019;77,00;25,00;22,50;100,00;40,00;44,13;RANGO INFERIOR;;;;;;;
4753;35500;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;TUPUNGATO; ;1.532,3;PÚBLICO;1311710066;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;No;Estrato_alto_arbol_más_5m;Bueno;08-02-2019;100,00;25,00;60,00;50,00;40,00;56,75;RANGO INFERIOR;;;;;;;
4754;35501;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA; ; ;1.334,0;PÚBLICO;1311710067;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;No;Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;08-02-2019;100,00;25,00;35,00;50,00;20,00;46,50;RANGO INFERIOR;;;;;;;
5155;36644;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;GABRIELA MISTRAL; ;1.817,2;PÚBLICO;1311710098;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;Regular;Si;Estrato_alto_arbol_más_5m;Bueno;08-02-2019;78,00;25,00;60,00;30,00;65,00;55,25;RANGO INFERIOR;;;;;;;
7033;41984;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;EDUARDO FREI MONTALVA; ;8.254,1;PÚBLICO;1311710099;MINVU; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;No_hay;No_hay;No_hay;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5;Regular;08-02-2019;62,00;25,00;47,50;30,00;36,67;40,59;RANGO INFERIOR;;;;;;;
7034;41985;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;EDUARDO FREI MONTALVA; ;4.607,5;PÚBLICO;1311710099;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_alto_arbol_más_5m;Bueno;08-02-2019;76,00;25,00;60,00;30,00;45,00;48,08;RANGO INFERIOR;;;;;;;
7035;41986;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;EDUARDO FREI MONTALVA; ;8.591,3;PÚBLICO;1311710099;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Malo;Si;Estrato_alto_arbol_más_5m;Malo;08-02-2019;25,50;25,00;47,50;30,00;48,33;35,91;RANGO INFERIOR;;;;;;;
7036;41987;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PARQUE;EDUARDO FREI MONTALVA; ;7.162,7;PÚBLICO;1311710099;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;08-02-2019;100,00;50,00;60,00;30,00;66,67;64,00;RANGO INTERMEDIO;;;;;;;
5156;36645;13117;METROPOLITANA DE SANTIAGO;SANTIAGO;LO PRADO;131171;LO PRADO;PLAZA;COMBARBALÁ; ;3.047,6;PÚBLICO;1311710100;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_alto_arbol_más_5m;Bueno;08-02-2019;77,90;25,00;47,50;50,00;81,67;56,43;RANGO INFERIOR;;;;;;;
