OBJECTID;TARGET_FID;CUT;REGION;PROVINCIA;COMUNA;COD_URBANO_CENSO;URBANO_CENSO;TIPO_EP;NOMBRE_EP;OBSERVACIONES;SUP_TOTAL_M2;USO;ID_TEXT;FUENTE;NOMBRE_MINVU;EXTENSION;Aplicabili;Cierres;Valor_pers;Valor_veh;Bancas_escanos;Maquinas_ejerc;Infraest_deportiva;Cancha_Skatepark;Basureros;Banos;Banos_accesibles;Luminarias;Limpieza;VentaConsum_drogas;Estratos_vegetacion;Estado_vegetacion;Fecha_encuesta;MG;VG;AU;SG;DE;CALIDAD;RANGO_CALIDAD;;N°;CAMPO;TIPO;DESCRIPCIÓN;DOMINIO;DESCRIPCIÓN DE LOS DOMINIOS
2056;27810;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;893,9;PÚBLICO;1310110088;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;01-02-2019;100,00;75,00;70,00;100,00;81,67;82,58;RANGO SUPERIOR;;33;Basureros;Texto;Presencia de basureros.;;
2057;27812;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;605,6;PÚBLICO;1310110090;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Regular;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Regular;30-01-2019;47,00;50,00;60,00;50,00;0,00;41,75;RANGO INFERIOR;;34;Banos;Texto;Presencia de baños de uso público.;SIN INFORMACIÓN; Registros de plazas y parques sin encuesta de calidad.
2058;27813;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;648,5;PÚBLICO;1310110091;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_alto_arbol_más_5m;Bueno;30-01-2019;97,00;25,00;0,00;100,00;40,00;43,50;RANGO INFERIOR;;35;Banos_accesibles;Texto;Presencia de baños accesibles para personas con movilidad reducida, de uso público.;;
2059;27816;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;511,3;PÚBLICO;1310110094;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;30-01-2019;100,00;75,00;70,00;100,00;40,00;74,25;RANGO SUPERIOR;;36;Luminarias;Texto;Presencia de luminarias.;;
18404;27817;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;UNIVERSIDAD DE CHILE; ;1.001,9;PÚBLICO;1310110095;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;31-01-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;41;Limpieza;Texto;Estado de la limpieza al interior de la plaza o parque.;Bueno;Sin focos de basura notorios.
2060;27818;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;462,2;PÚBLICO;1310110096;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_mayoria_mal_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Malo;Si;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Regular;30-01-2019;38,50;50,00;60,00;50,00;60,00;51,63;RANGO INFERIOR;;;;;;Regular;Existencia de basura dispersa, que no alcanza a llamar mayormente la atención desde la distancia.
2061;27819;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;EL ROSEDAL; ;867,7;PÚBLICO;1310110097;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;31-01-2019;100,00;75,00;47,50;100,00;61,67;72,96;RANGO INTERMEDIO;;;;;;Malo;Existencia de 1 o más focos de basura que son fácilmente identificables desde la distancia.
2062;27820;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;1.405,2;PÚBLICO;1310110105;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;85,00;75,00;12,50;50,00;0,00;45,63;RANGO INFERIOR;;51;VentaConsum_drogas;Texto;Presencia de personas vendiendo y/o consumiendo alcohol y/o drogas en la plaza o parque, al momento de la visita del enumerador en terreno.;;
3240;30504;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;BALMACEDA; ;3.219,9;PÚBLICO;1310110109;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;05-02-2019;100,00;50,00;60,00;50,00;81,67;71,33;RANGO INTERMEDIO;;53;Estratos_vegetacion;Texto;Diversidad de estratos de vegetación en la plaza o parque. Se indica en forma concatenada todos los estratos observados por el enumerador en terreno.;Estrato_alto_arbol_más_5m;Estrato alto (árboles altos sobre 5 metros).
3241;30505;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;1.364,7;PÚBLICO;1310110110;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;31-01-2019;85,00;25,00;37,50;100,00;0,00;41,88;RANGO INFERIOR;;;;;;Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Estrato medio alto (arbustos altos y árboles bajos, entre 1,5 m y 5 m aproximadamente).
3242;30506;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;1.212,0;PÚBLICO;1310110110;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;31-01-2019;76,00;25,00;45,00;50,00;60,00;51,00;RANGO INFERIOR;;;;;;Estrato_medio_arbusto_arboles_20cm_a_1_5;Estrato medio (arbustos o árboles bajos, entre 20 cm y 1,5 m aproximadamente).
3243;30507;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA; ; ;2.894,6;PÚBLICO;1310110110;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;31-01-2019;95,50;25,00;47,50;100,00;80,00;63,00;RANGO INTERMEDIO;;;;;;Estrato_bajo_20cm_aprox;Estrato bajo (pasto y césped, hasta 20 cm aproximadamente).
3244;30508;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;ECUADOR; ;2.080,4;PÚBLICO;1310110113;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;30-01-2019;100,00;100,00;70,00;100,00;40,00;80,50;RANGO SUPERIOR;;;;;;Ninguno_anteriores;Ninguno de los anteriores (no hay vegetación).
3818;32923;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;ARTURO PRAT; ;9.683,6;PÚBLICO;1310110114;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Regular;31-01-2019;62,00;75,00;70,00;50,00;60,00;66,25;RANGO INTERMEDIO;;54;Estado_vegetacion;Texto;"Estado de la vegetación en su conjunto y en forma general, de la indicada en el campo ""Vegetacion"".";Bueno;Suelo cubierto por vegetación, el césped luce verde, sano y sin peladuras en su mayoría. Arbustos y árboles en alta densidad de desarrollo consolidado. Espacio ordenado. Se percibe mantenimiento adecuado.
7744;43502;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;ARTURO PRAT; ;791,5;PÚBLICO;1310110114;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Regular;06-02-2019;62,00;75,00;60,00;100,00;40,00;62,25;RANGO INTERMEDIO;;;;;;Regular;Superficie cubierta principalmente por vegetación activa, el césped presenta algunas manchas, zonas secas o peladuras pero que no representan la mayoría de éste. Presencia de árboles y arbustos dispersos de desarrollo medio. No presenta orden y se percibe escasa mantención.
3245;30509;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL; ;3.265,8;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 5;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;31-01-2019;100,00;50,00;65,00;50,00;45,00;62,25;RANGO INTERMEDIO;;;;;;Malo;La mayoría del césped no luce verde y sano, tiene peladuras en su mayoría o hay suelo desnudo. Vegetación dispersa, superficie irregular, árboles o arbustos de bajo vigor, desnudos o muertos. Se percibe nula mantención.
3246;30510;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL; ;11.513,4;PÚBLICO;1310110116;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;100,00;75,00;65,00;30,00;45,00;66,50;RANGO INTERMEDIO;;;;;;No_aplica;No existe vegetación.
3247;30511;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL; ;26.813,3;PÚBLICO;1310110116;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;Hay_general_estado_regular;Hay_general_estado_regular;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;98,00;75,00;58,50;80,00;55,00;71,89;RANGO SUPERIOR;;55;Fecha_encuesta;Fecha;Fecha de finalización de la encuesta por parte del enumerador en terreno.;;
3248;30512;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL; ;49.494,4;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 2;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;Hay_general_estado_regular;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;99,00;100,00;65,00;30,00;66,67;77,43;RANGO SUPERIOR;;56;MG;Número;Puntaje obtenido en Mantención General.;   -1                                                                             ;Registros de plazas y parques sin encuesta de calidad (no evaluados).                                                                                                                      
3249;30513;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL; ;27.301,5;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 1;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;Si;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;100,00;100,00;65,00;30,00;48,33;73,50;RANGO SUPERIOR;;57;VG;Número;Puntaje obtenido en Vegetación.;;
18701;31308;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL;RIBERA RÍO MAPOCHO;6.476,2;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 1B;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;58;AU;Número;Puntaje obtenido en Accesibilidad Universal.;;
18702;31309;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL;RIBERA RÍO MAPOCHO;6.271,8;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 2B;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;59;SG;Número;Puntaje obtenido en Seguridad.; > -1;Puntaje de los registros de plazas y parques con encuesta de calidad. Valores entre 0 y 100 puntos.
18703;31311;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL;RIBERA RÍO MAPOCHO;4.141,9;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 5;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;60;DE;Número;Puntaje obtenido en Diversidad de Equipamientos.;;
18704;31313;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;FORESTAL;RIBERA RÍO MAPOCHO;4.050,1;PÚBLICO;1310110116;MINVU;PARQUE FORESTAL-SECTOR 5;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;61;CALIDAD;Número;Puntaje obtenido en Calidad.;;
3250;30514;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;BOMBERO MÁRTIR; ;1.391,3;PÚBLICO;1310110120;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;01-02-2019;100,00;100,00;60,00;100,00;20,00;74,00;RANGO SUPERIOR;;62;RANGO_CALIDAD;Texto;"Rango de Calidad de cada registro según el puntaje obtenido en el campo ""CALIDAD"" y según el tipo de espacio público.";RANGO SUPERIOR;Registro de plaza o parque, que de acuerdo al puntaje obtenido en el campo CALIDAD se encuentra en el rango superior en la escala de valores de 0 a 100.
3251;30515;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;CERRO SANTA LUCÍA; ;69.798,1;PÚBLICO;1310110121;MINVU;PARQUE CERRO SANTA LUCÍA;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;30-01-2019;100,00;100,00;75,00;100,00;61,67;85,75;RANGO SUPERIOR;;;;;;RANGO INTERMEDIO;Registro de plaza o parque, que de acuerdo al puntaje obtenido en el campo CALIDAD se encuentra en el rango intermedio de la escala de valores de 0 a 100.
3252;30516;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;BENJAMÍN VICUÑA MACKENNA; ;4.706,5;PÚBLICO;1310110122;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;31-01-2019;78,50;75,00;45,00;100,00;61,67;66,96;RANGO INTERMEDIO;;;;;;RANGO INFERIOR;Registro de plaza o parque, que de acuerdo al puntaje obtenido en el campo CALIDAD se encuentra en el rango inferior de la escala de valores de 0 a 100.
3253;30517;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;DE ARMAS DE SANTIAGO; ;14.245,4;PÚBLICO;1310110123;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;30-01-2019;100,00;75,00;70,00;100,00;66,67;79,58;RANGO SUPERIOR;;;;;;SIN INFORMACIÓN;Registro de plaza o parque sin datos de la encuesta de calidad ya sea porque no fue visitado o porque se encontraba no habilitado en el momento de la visita en terreno. Registro sin información de calidad.
3254;30518;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;TRIBUNALES; ;2.481,1;PÚBLICO;1310110124;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;30-01-2019;100,00;50,00;60,00;100,00;63,33;70,17;RANGO INTERMEDIO;;;;;;;
3255;30519;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;SANTA TERESA DE LOS ANDES; ;2.885,7;PÚBLICO;1310110125;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Regular;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Regular;30-01-2019;60,80;75,00;70,00;100,00;63,33;69,12;RANGO INTERMEDIO;;;;;;;
3256;30520;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;SANTA ANA; ;540,1;PÚBLICO;1310110126;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_estado_regular;Regular;No;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Regular;30-01-2019;58,00;75,00;25,00;80,00;41,67;51,83;RANGO INFERIOR;;;;;;;
3257;30524;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PLAZA;YUNGAY; ;7.835,0;PÚBLICO;1310110130;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_alto_arbol_más_5m;Bueno;30-01-2019;99,14;25,00;70,00;100,00;85,00;70,54;RANGO INTERMEDIO;;;;;;;
3258;30525;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;QUINTA NORMAL; ;408.226,0;PÚBLICO;1310110131;MINVU;PARQUE QUINTA NORMAL;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;Hay_general_buen_estado;Bueno;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;30-01-2019;100,00;25,00;75,00;80,00;83,33;69,88;RANGO SUPERIOR;;;;;;;
3819;32925;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;PORTALES; ;2.862,9;PÚBLICO;1310110132;MINVU;PARQUE PORTALES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;30-01-2019;100,00;25,00;65,00;50,00;48,33;56,75;RANGO INTERMEDIO;;;;;;;
3820;32926;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;PORTALES; ;2.892,5;PÚBLICO;1310110132;MINVU;PARQUE PORTALES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;Hay_general_estado_regular;No_hay;No_hay;Hay_general_buen_estado;Regular;Si;Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;13-03-2019;74,00;50,00;55,00;30,00;45,00;52,80;RANGO INTERMEDIO;;;;;;;
3821;32927;13101;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;131011;SANTIAGO;PARQUE;PORTALES; ;2.768,0;PÚBLICO;1310110132;MINVU;PARQUE PORTALES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_estado_regular;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_medio_arbusto_arboles_20cm_a_1_5;Bueno;30-01-2019;96,70;25,00;47,50;50,00;63,33;55,53;RANGO INTERMEDIO;;;;;;;
